age,workclass,education_num,marital_status,occupation,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
48, Self-emp-not-inc,16, Married-civ-spouse,3, White, Male,0,1902,60,1,1
37, Private,10, Married-civ-spouse,6, White, Male,0,0,48,1,1
48, Private,12, Divorced,1, White, Female,0,0,40,8,0
32, Federal-gov,9, Never-married,4, Black, Male,0,0,40,1,0
76, Private,14, Married-civ-spouse,1, White, Male,0,0,40,1,1
44, Private,13, Married-civ-spouse,1, White, Male,15024,0,60,1,1
47, Self-emp-not-inc,14, Never-married,3, White, Female,0,0,50,1,0
20, Private,10, Never-married,10, White, Female,0,0,40,1,0
29, Private,9, Never-married,11, White, Male,0,0,40,1,0
32, Self-emp-inc,9, Married-civ-spouse,11, White, Male,7688,0,40,1,1
30, Private,7, Never-married,2, White, Male,0,0,40,1,0
31, Local-gov,9, Never-married,5, White, Female,0,0,40,1,0
42, Private,9, Married-civ-spouse,2, White, Male,0,0,40,1,0
24, Private,13, Never-married,6, White, Male,0,0,40,1,0
38, Private,15, Married-civ-spouse,3, White, Male,0,0,40,1,1
56, Self-emp-not-inc,9, Married-civ-spouse,4, White, Male,0,1887,50,9,1
28, Private,10, Married-civ-spouse,6, White, Female,4064,0,25,1,0
36, Private,9, Never-married,9, White, Female,0,0,40,1,0
53, Private,5, Married-civ-spouse,2, White, Male,0,0,50,1,0
56, Self-emp-inc,10, Married-civ-spouse,6, White, Male,0,0,50,1,0
49, Local-gov,11, Married-civ-spouse,11, Black, Male,0,0,40,1,1
55, Private,10, Married-civ-spouse,6, White, Male,0,0,56,1,0
22, Private,9, Never-married,11, White, Male,0,0,41,1,0
21, Private,10, Never-married,4, White, Female,0,0,40,1,0
40, Private,13, Married-civ-spouse,1, White, Male,0,0,60,1,0
30, Private,13, Never-married,1, Black, Male,0,0,40,10,0
29, State-gov,13, Married-civ-spouse,3, White, Male,0,0,50,1,1
19, Private,10, Never-married,4, Black, Male,0,0,35,1,0
47, Private,13, Married-civ-spouse,1, White, Female,0,0,40,1,1
20, Private,10, Never-married,5, White, Female,0,1719,28,1,0
31, Private,12, Married-civ-spouse,5, White, Male,0,0,40,1,1
39, Private,10, Divorced,11, White, Male,0,0,40,1,0
28, Private,12, Never-married,6, White, Female,0,0,60,1,0
24, Private,9, Never-married,4, White, Female,0,1762,40,1,0
38, Self-emp-not-inc,9, Married-civ-spouse,11, White, Male,4386,0,35,1,0
37, Private,13, Married-civ-spouse,6, White, Male,0,0,50,1,0
46, Private,12, Divorced,10, Black, Female,0,0,36,1,0
38, Federal-gov,14, Married-civ-spouse,3, White, Male,0,0,40,11,1
43, Self-emp-not-inc,9, Married-civ-spouse,11, White, Male,0,0,60,1,0
27, Private,11, Married-civ-spouse,5, White, Female,0,0,35,1,0
20, Private,10, Never-married,6, White, Male,0,0,20,1,0
49, Private,10, Married-civ-spouse,11, Asian-Pac-Islander, Male,0,0,40,1,1
61, Self-emp-inc,9, Married-civ-spouse,11, White, Male,0,0,40,1,0
27, Private,10, Never-married,6, White, Female,0,0,40,1,0
19, Private,10, Never-married,4, White, Male,0,0,30,5,0
45, Private,11, Never-married,3, White, Female,0,1564,40,1,1
70, Private,10, Never-married,10, White, Male,0,0,40,1,0
31, Private,9, Never-married,7, Black, Female,0,0,30,1,0
22, Private,10, Married-civ-spouse,4, White, Male,0,0,24,1,0
36, Private,9, Widowed,4, White, Female,0,0,24,1,0
64, Private,7, Married-civ-spouse,11, White, Male,0,2179,40,1,0
47, Local-gov,10, Divorced,5, White, Female,0,0,38,5,0
34, Private,9, Never-married,5, White, Female,0,0,40,1,0
33, Private,13, Never-married,1, Asian-Pac-Islander, Female,0,0,40,12,0
21, Private,9, Never-married,11, White, Male,0,0,35,1,0
48, Private,9, Married-civ-spouse,11, White, Male,0,0,46,1,0
23, Private,13, Never-married,2, White, Male,0,0,40,1,0
71, Self-emp-not-inc,10, Separated,6, Black, Male,0,1816,2,1,0
29, Private,9, Divorced,11, White, Male,0,0,60,1,0
42, Private,13, Separated,4, Black, Male,0,0,50,1,0
25, Private,9, Never-married,4, White, Female,0,0,40,1,0
44, Self-emp-inc,14, Divorced,1, Asian-Pac-Islander, Female,0,0,40,1,0
28, Private,9, Never-married,1, Asian-Pac-Islander, Female,0,0,40,8,0
45, Self-emp-not-inc,14, Married-civ-spouse,6, White, Male,0,0,40,1,1
36, Private,10, Divorced,4, White, Female,0,0,40,5,0
39, Federal-gov,12, Never-married,1, White, Male,0,0,42,1,0
46, State-gov,14, Widowed,12, White, Male,0,0,40,1,0
18, Private,7, Never-married,2, White, Male,0,0,16,1,0
66, Local-gov,11, Widowed,3, White, Female,0,0,20,1,0
27, Private,9, Never-married,4, White, Male,0,1980,40,1,0
28, State-gov,9, Married-civ-spouse,12, White, Male,0,0,40,1,0
51, Private,10, Married-civ-spouse,6, White, Male,0,1977,40,1,1
27, Private,13, Never-married,11, White, Male,0,0,50,1,0
28, State-gov,13, Married-civ-spouse,3, White, Male,0,0,40,1,1
27, Private,9, Married-spouse-absent,6, White, Female,0,0,25,1,0
21, Private,9, Never-married,11, Black, Male,0,0,40,1,0
34, Private,9, Never-married,2, Black, Male,0,0,40,1,0
18, Private,9, Never-married,4, White, Male,0,0,12,1,0
33, Private,13, Married-civ-spouse,3, White, Male,0,0,65,1,0
44, Local-gov,10, Married-civ-spouse,1, Black, Male,0,0,38,1,1
43, Private,10, Divorced,5, White, Female,0,0,40,1,0
30, Private,10, Never-married,11, Black, Male,0,0,45,1,0
40, Private,4, Married-civ-spouse,9, White, Male,0,0,40,5,1
37, Federal-gov,10, Married-civ-spouse,5, White, Male,0,0,42,1,1
34, Private,9, Married-civ-spouse,5, Black, Male,0,0,40,1,0
41, Self-emp-not-inc,13, Divorced,1, White, Female,0,0,40,1,0
31, Private,14, Married-civ-spouse,3, White, Female,0,0,50,1,0
58, State-gov,16, Married-civ-spouse,3, White, Male,0,0,1,1,1
38, Private,10, Divorced,9, Black, Female,0,0,28,1,0
24, Private,10, Married-civ-spouse,9, White, Male,0,0,40,1,0
41, Local-gov,13, Married-civ-spouse,11, Black, Male,0,0,40,1,0
47, Private,10, Married-civ-spouse,10, White, Male,0,0,45,1,0
41, Federal-gov,13, Married-civ-spouse,10, White, Male,0,0,24,1,0
23, Private,3, Married-civ-spouse,7, White, Male,0,0,40,5,0
36, Private,10, Divorced,11, White, Male,0,0,40,1,0
40, Federal-gov,14, Never-married,1, White, Female,14084,0,55,1,1
35, Private,14, Married-civ-spouse,3, White, Male,7298,0,40,1,1
24, Self-emp-not-inc,9, Never-married,6, White, Male,0,0,40,1,0
26, Private,14, Never-married,3, White, Female,0,1876,40,1,0
51, Private,13, Married-civ-spouse,1, White, Male,0,0,50,1,1
42, Local-gov,10, Never-married,3, White, Female,0,1340,40,1,0
37, State-gov,9, Divorced,5, White, Female,0,0,35,1,0
18, Private,7, Never-married,6, White, Female,0,0,40,1,0
36, Private,13, Married-civ-spouse,4, Black, Male,7298,0,36,1,1
35, Private,9, Divorced,11, White, Male,0,0,60,1,0
58, Self-emp-inc,9, Married-civ-spouse,6, White, Female,15024,0,35,1,1
17, Private,7, Never-married,6, White, Female,0,0,12,1,0
44, Local-gov,9, Married-civ-spouse,7, Black, Male,0,0,40,1,0
37, Private,9, Married-civ-spouse,11, White, Male,0,0,40,1,1
35, Private,10, Never-married,6, Amer-Indian-Eskimo, Female,0,0,40,1,0
60, Private,9, Married-civ-spouse,11, Asian-Pac-Islander, Male,0,0,40,1,0
54, Self-emp-inc,4, Married-civ-spouse,9, White, Male,0,0,40,1,1
37, Private,13, Never-married,1, Black, Male,0,0,60,1,1
50, Private,12, Divorced,6, White, Female,0,0,40,1,0
38, Private,13, Married-civ-spouse,6, White, Male,0,0,50,13,0
45, Private,13, Married-civ-spouse,3, White, Male,0,0,55,1,0
25, Private,6, Never-married,11, White, Male,0,0,40,1,0
31, Private,10, Married-civ-spouse,2, White, Male,0,0,40,1,0
90, Private,9, Never-married,4, Black, Male,0,2206,40,1,0
54, Private,9, Married-civ-spouse,5, Black, Male,0,0,20,1,0
53, Local-gov,1, Never-married,9, White, Female,0,0,35,1,0
18, Private,9, Never-married,6, White, Female,0,0,40,1,0
66, Self-emp-not-inc,9, Married-civ-spouse,8, White, Male,1409,0,50,1,0
75, Private,11, Widowed,5, White, Female,0,0,20,14,0
65, Private,9, Divorced,5, White, Female,0,0,40,1,0
35, Private,7, Separated,7, Black, Male,3674,0,40,1,0
41, Private,9, Divorced,6, Black, Female,0,0,38,1,0
25, Private,10, Never-married,5, White, Male,0,0,42,1,0
33, Private,10, Divorced,11, Other, Female,0,0,40,1,0
28, Private,15, Never-married,3, White, Male,0,0,55,1,1
59, State-gov,9, Married-civ-spouse,4, White, Male,0,0,40,1,0
40, State-gov,10, Never-married,5, White, Female,0,0,38,1,0
41, Private,13, Married-civ-spouse,1, White, Male,0,0,50,11,1
38, Local-gov,14, Married-civ-spouse,1, White, Male,0,0,70,1,1
23, Private,9, Never-married,7, White, Male,0,0,40,1,0
40, Private,13, Married-civ-spouse,3, White, Male,0,0,40,1,1
41, Self-emp-not-inc,9, Married-civ-spouse,4, White, Female,0,0,20,1,0
24, State-gov,12, Married-civ-spouse,12, White, Male,0,0,50,1,0
38, Private,10, Divorced,11, White, Male,0,1741,40,1,0
58, Private,9, Married-civ-spouse,5, White, Male,0,0,45,1,1
32, Private,9, Never-married,4, White, Female,0,0,34,1,0
40, Private,12, Married-civ-spouse,10, White, Male,0,1977,60,1,1
41, Private,15, Married-civ-spouse,3, White, Female,0,0,40,1,1
42, Private,13, Married-civ-spouse,5, Black, Female,0,0,40,1,0
59, Local-gov,6, Widowed,4, Black, Female,0,0,30,1,0
19, Local-gov,10, Never-married,5, White, Male,0,0,40,1,0
58, Private,10, Never-married,7, White, Male,0,0,20,1,0
42, Self-emp-not-inc,9, Married-civ-spouse,8, Asian-Pac-Islander, Male,0,0,40,15,1
20, Private,9, Never-married,4, White, Female,0,0,40,1,0
32, Private,9, Separated,4, White, Female,0,0,30,1,0
45, Private,11, Widowed,1, White, Female,0,0,45,1,0
50, Private,4, Divorced,11, White, Male,0,0,40,1,0
36, Private,13, Divorced,3, White, Female,0,0,40,1,0
45, Private,9, Married-civ-spouse,6, White, Male,0,0,60,1,0
17, Private,7, Never-married,4, White, Male,0,0,12,1,0
59, Private,10, Married-civ-spouse,6, White, Male,4064,0,40,1,0
26, Private,7, Married-civ-spouse,11, White, Male,0,0,40,1,0
37, Self-emp-inc,10, Married-civ-spouse,1, Asian-Pac-Islander, Male,0,0,75,16,1
64, Private,9, Married-civ-spouse,1, White, Male,0,0,40,1,1
33, Private,13, Never-married,3, White, Female,0,0,45,1,0
33, Private,9, Married-civ-spouse,11, White, Female,0,0,40,1,1
61, Private,9, Married-civ-spouse,1, White, Male,0,0,40,1,1
17, Private,5, Never-married,4, White, Male,1055,0,24,1,0
50, Self-emp-not-inc,14, Married-civ-spouse,8, White, Male,2407,0,98,1,0
27, Local-gov,14, Never-married,3, White, Male,0,0,35,1,0
30, Private,9, Divorced,3, White, Female,0,0,40,1,0
43, Private,9, Married-civ-spouse,2, Black, Male,0,0,40,1,0
44, Private,10, Married-civ-spouse,11, White, Male,7298,0,40,1,1
35, Private,10, Never-married,1, White, Female,0,0,40,1,0
25, Private,10, Never-married,10, White, Female,0,0,40,1,0
24, Private,10, Married-civ-spouse,9, White, Female,7298,0,48,1,1
22, Private,13, Never-married,3, White, Female,0,0,15,10,0
42, Local-gov,10, Married-civ-spouse,11, White, Male,5178,0,40,1,1
34, Private,12, Divorced,6, Black, Female,0,0,45,1,0
60, Private,13, Divorced,3, White, Female,0,0,42,1,0
21, Private,9, Never-married,2, White, Male,0,0,40,1,0
57, Federal-gov,14, Married-civ-spouse,6, White, Male,15024,0,40,1,1
41, Private,15, Married-civ-spouse,3, White, Male,0,0,60,1,1
50, Private,10, Divorced,4, White, Male,0,0,45,1,0
25, Private,13, Never-married,1, White, Female,0,0,40,1,0
50, Private,4, Married-civ-spouse,11, White, Male,0,0,40,17,0
36, Private,13, Married-civ-spouse,3, White, Male,0,0,45,1,0
31, Private,9, Divorced,3, White, Female,0,0,40,1,0
29, Local-gov,13, Never-married,12, White, Male,0,0,56,1,0
21, Private,10, Never-married,6, White, Male,0,0,45,1,0
27, Private,13, Never-married,10, Black, Female,0,0,40,1,0
65, Private,9, Married-civ-spouse,7, White, Male,0,0,16,1,0
37, Self-emp-inc,13, Divorced,6, White, Female,0,0,60,1,0
24, Private,9, Never-married,11, White, Male,0,0,40,1,0
38, Private,9, Divorced,6, White, Male,0,0,80,1,0
48, Private,13, Married-civ-spouse,5, White, Male,7688,0,40,1,1
21, Private,10, Never-married,4, Asian-Pac-Islander, Female,0,0,25,1,0
31, Private,9, Married-civ-spouse,7, White, Male,0,0,45,1,1
55, Private,9, Married-civ-spouse,6, White, Male,4386,0,40,1,1
24, Private,10, Married-civ-spouse,5, Asian-Pac-Islander, Female,0,0,40,18,0
43, Private,9, Divorced,5, White, Female,0,0,40,1,0
26, Private,12, Never-married,10, White, Male,0,0,45,1,0
46, Private,12, Never-married,3, White, Female,0,0,33,1,0
35, Private,12, Married-civ-spouse,5, White, Male,0,0,40,1,1
41, Self-emp-inc,10, Married-civ-spouse,8, White, Male,0,0,54,1,1
26, Private,13, Never-married,6, White, Male,0,0,40,1,0
34, Private,14, Married-civ-spouse,1, Asian-Pac-Islander, Male,7298,0,35,19,1
36, Self-emp-not-inc,13, Divorced,3, Black, Female,0,0,40,1,1
22, Private,10, Never-married,6, White, Male,0,0,15,1,0
24, Private,10, Never-married,9, White, Male,0,0,40,1,0
77, Self-emp-not-inc,10, Married-civ-spouse,6, White, Male,0,0,40,1,0
22, Private,3, Married-civ-spouse,9, White, Female,0,0,40,5,0
29, Private,10, Never-married,10, White, Female,0,0,40,1,0
62, Private,9, Widowed,4, White, Female,0,0,24,1,0
39, Self-emp-not-inc,9, Married-civ-spouse,1, White, Male,0,0,40,1,0
43, Private,10, Married-civ-spouse,11, White, Male,0,1485,50,1,0
35, Private,9, Divorced,7, White, Male,0,0,45,1,0
29, Private,7, Never-married,1, White, Female,0,0,40,1,0
76, Self-emp-not-inc,14, Married-civ-spouse,11, White, Male,0,0,10,1,0
63, Self-emp-not-inc,9, Married-civ-spouse,8, White, Male,0,0,45,1,0
43, Private,10, Married-civ-spouse,3, White, Female,0,1887,50,1,1
58, Self-emp-not-inc,9, Married-civ-spouse,2, White, Male,0,0,40,1,0
66, Private,9, Never-married,7, White, Male,2050,0,55,1,0
41, Private,10, Never-married,11, Black, Male,0,0,45,1,0
26, Private,13, Never-married,5, White, Male,0,0,40,1,0
47, Private,11, Never-married,4, White, Male,0,0,40,1,0
55, Local-gov,6, Married-civ-spouse,5, White, Male,0,0,40,1,0
53, Private,9, Married-civ-spouse,7, White, Male,0,0,40,1,0
17, Private,3, Never-married,4, White, Male,0,0,48,5,0
30, Private,9, Never-married,11, White, Male,0,0,40,1,0
49, Private,14, Never-married,3, White, Male,0,0,60,1,0
19, Private,9, Never-married,6, Black, Male,0,0,30,20,0
45, Private,9, Married-civ-spouse,4, Black, Male,0,0,40,1,0
26, Private,12, Never-married,6, White, Male,0,0,40,1,0
38, Private,11, Married-civ-spouse,11, White, Male,7298,0,40,1,1
36, State-gov,9, Married-civ-spouse,12, White, Male,7298,0,40,1,1
33, Private,9, Never-married,8, White, Male,0,0,20,1,0
22, State-gov,10, Never-married,12, Black, Female,0,0,40,1,0
43, Self-emp-not-inc,13, Never-married,6, White, Male,0,0,42,1,0
56, Private,12, Married-spouse-absent,4, White, Male,0,0,25,11,0
31, Private,13, Never-married,3, White, Male,0,0,25,1,0
33, Private,13, Married-civ-spouse,1, White, Male,0,0,40,1,1
26, Private,9, Married-civ-spouse,4, White, Male,0,0,40,1,0
33, Private,13, Married-civ-spouse,1, White, Male,0,0,40,1,1
46, Local-gov,7, Married-civ-spouse,7, White, Male,0,0,30,1,0
38, Federal-gov,9, Married-civ-spouse,5, White, Male,0,0,40,1,1
65, Private,7, Widowed,4, Other, Male,0,0,40,1,0
40, Private,11, Married-civ-spouse,10, White, Male,0,0,40,1,1
42, Private,9, Married-civ-spouse,5, White, Female,0,0,35,1,0
26, Self-emp-not-inc,5, Married-civ-spouse,11, White, Male,0,0,40,21,0
36, Private,6, Married-civ-spouse,4, White, Female,0,0,24,1,0
62, Private,14, Married-civ-spouse,3, White, Male,0,0,40,1,1
43, Private,13, Married-civ-spouse,7, White, Male,0,0,45,1,0
43, Private,13, Divorced,1, White, Male,0,1564,45,1,1
22, Private,9, Married-spouse-absent,6, White, Male,0,0,55,1,0
28, Private,9, Married-civ-spouse,11, White, Male,0,0,40,1,0
56, Self-emp-not-inc,10, Married-civ-spouse,6, White, Male,0,0,45,1,0
22, Private,12, Never-married,6, White, Female,0,0,15,1,0
57, Private,13, Divorced,1, White, Female,0,0,45,1,1
39, Private,9, Divorced,6, White, Female,0,0,40,1,0
26, Federal-gov,10, Never-married,5, White, Female,0,0,15,1,0
17, Private,7, Never-married,4, White, Male,0,0,10,1,0
40, State-gov,11, Married-civ-spouse,9, White, Male,0,0,38,1,1
45, Private,9, Married-civ-spouse,9, Black, Male,0,0,40,1,0
44, Private,9, Never-married,11, Black, Male,0,0,40,1,0
20, Local-gov,10, Never-married,5, White, Female,0,0,10,1,0
33, Private,9, Married-civ-spouse,11, White, Female,0,0,40,1,0
23, Private,10, Never-married,6, White, Male,0,0,40,1,0
46, Self-emp-not-inc,14, Divorced,1, White, Male,0,0,30,1,0
38, Private,9, Married-civ-spouse,6, White, Male,0,0,50,1,0
54, Private,9, Divorced,7, White, Male,0,0,40,1,0
46, Private,3, Divorced,11, White, Female,0,2339,45,1,0
25, Private,10, Married-civ-spouse,11, White, Male,0,0,40,1,0
46, Private,10, Divorced,6, White, Female,0,0,40,1,0
36, Local-gov,10, Married-civ-spouse,7, White, Female,0,0,40,1,0
23, Private,9, Never-married,4, White, Female,0,0,25,1,0
29, Private,9, Separated,9, White, Male,0,0,40,1,0
44, Private,10, Married-civ-spouse,5, White, Female,0,2415,6,1,1
19, Private,10, Never-married,5, White, Female,0,0,16,1,0
19, Private,9, Never-married,4, White, Female,0,0,40,1,0
35, Private,9, Married-civ-spouse,4, White, Female,0,0,40,1,1
27, Private,13, Never-married,11, White, Male,0,0,50,1,0
46, Self-emp-not-inc,12, Separated,11, White, Male,0,0,40,1,0
34, Private,9, Never-married,4, White, Female,0,0,35,1,0
44, Private,10, Married-civ-spouse,10, White, Male,0,0,40,1,0
45, Private,10, Divorced,2, White, Female,0,0,40,1,0
25, Private,13, Married-civ-spouse,1, White, Male,0,0,55,1,1
52, Self-emp-inc,13, Married-civ-spouse,1, White, Male,0,0,50,1,1
20, Private,10, Never-married,2, White, Male,0,0,40,1,0
28, Private,10, Never-married,4, White, Female,0,0,40,1,0
50, State-gov,13, Married-civ-spouse,12, White, Male,0,0,40,1,1
34, Private,11, Divorced,10, White, Female,0,0,64,1,0
28, Private,4, Married-civ-spouse,2, Other, Male,0,2179,40,6,0
41, Private,14, Married-civ-spouse,1, White, Male,0,1977,65,1,1
28, Private,9, Married-civ-spouse,5, White, Male,0,0,40,1,0
46, Self-emp-not-inc,9, Married-civ-spouse,11, White, Male,0,0,25,1,0
32, Private,10, Married-civ-spouse,1, White, Male,0,0,50,1,0
41, Local-gov,10, Divorced,4, Black, Female,0,0,24,1,0
24, Private,9, Never-married,2, Black, Female,0,0,40,1,0
33, Private,10, Divorced,1, White, Female,0,0,40,1,0
46, Private,16, Married-civ-spouse,1, White, Male,15024,0,60,1,1
31, State-gov,10, Married-civ-spouse,9, White, Male,0,0,40,1,0
35, Private,8, Divorced,11, White, Male,0,0,50,1,1
52, Private,2, Married-civ-spouse,9, White, Male,0,0,40,5,0
30, Private,7, Never-married,4, White, Female,0,0,19,1,0
34, Local-gov,7, Separated,9, Black, Male,0,0,40,1,0
34, State-gov,9, Divorced,7, White, Female,0,0,40,1,0
20, Private,10, Married-civ-spouse,6, White, Male,0,0,30,1,0
17, Private,7, Never-married,2, White, Male,2176,0,18,1,0
32, State-gov,13, Married-civ-spouse,1, White, Female,0,0,40,1,1
29, Private,9, Divorced,8, White, Male,0,0,40,1,0
33, Private,6, Never-married,11, White, Female,0,0,35,1,0
25, Private,9, Married-civ-spouse,7, White, Male,0,0,60,1,0
36, Federal-gov,14, Never-married,3, White, Male,0,1408,40,1,0
23, Private,9, Never-married,2, White, Male,0,0,72,22,0
63, Self-emp-inc,9, Married-civ-spouse,1, White, Male,0,0,40,1,1
47, Local-gov,14, Married-civ-spouse,3, White, Male,0,0,40,1,0
40, Self-emp-not-inc,13, Married-spouse-absent,3, White, Female,2174,0,40,1,0
30, Private,12, Married-civ-spouse,4, White, Female,0,0,25,1,1
27, Private,10, Never-married,11, Asian-Pac-Islander, Male,0,1980,40,12,0
33, Private,14, Married-civ-spouse,3, White, Male,0,0,50,1,1
34, Local-gov,9, Never-married,8, Black, Male,594,0,60,1,0
34, Local-gov,10, Never-married,12, White, Female,0,0,40,1,0
23, Private,10, Married-civ-spouse,5, White, Male,0,0,40,1,0
42, Local-gov,10, Married-civ-spouse,5, White, Female,0,0,40,1,0
29, Private,13, Never-married,3, White, Male,0,0,40,1,0
45, Private,9, Divorced,5, White, Female,0,0,28,1,0
24, Federal-gov,9, Never-married,13, White, Male,0,0,40,1,0
44, Private,10, Married-civ-spouse,3, White, Male,0,0,40,1,1
27, Private,5, Never-married,11, White, Male,0,0,40,5,0
20, Private,10, Never-married,6, White, Male,0,0,35,1,0
44, Private,9, Widowed,1, Black, Female,0,0,40,1,0
51, Private,9, Married-civ-spouse,11, Amer-Indian-Eskimo, Male,0,0,40,1,0
20, Private,9, Married-civ-spouse,9, White, Male,0,0,40,1,0
