age,workclass,education_num,marital_status,occupation,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
34, Private,9, Married-civ-spouse,6, White, Male,0,0,40,1,1
47, Private,9, Married-civ-spouse,11, Black, Male,0,0,40,1,0
33, Private,10, Never-married,1, White, Male,0,0,45,1,0
19, Self-emp-not-inc,7, Never-married,5, White, Female,0,0,30,1,0
66, Private,13, Married-civ-spouse,3, White, Male,0,0,99,1,0
46, Private,9, Never-married,4, White, Male,0,0,15,1,0
20, Private,9, Never-married,5, White, Female,0,0,40,1,0
18, Private,3, Never-married,4, White, Male,0,0,54,5,0
75, Self-emp-not-inc,16, Married-civ-spouse,3, White, Male,4931,0,3,1,0
28, Private,9, Married-civ-spouse,11, White, Male,0,0,40,13,1
43, Self-emp-not-inc,9, Never-married,8, White, Male,0,0,60,1,0
37, Private,10, Married-civ-spouse,11, White, Male,0,0,40,1,0
20, Private,10, Never-married,4, White, Male,0,0,40,1,0
19, Private,9, Never-married,2, White, Male,0,0,40,1,0
52, Self-emp-not-inc,9, Divorced,11, White, Male,0,0,40,1,0
63, Private,4, Divorced,6, White, Female,0,0,40,1,0
25, Private,9, Never-married,6, White, Male,0,1504,37,1,0
38, Self-emp-not-inc,10, Divorced,4, White, Female,0,0,40,1,0
43, Private,9, Married-civ-spouse,9, White, Male,0,0,40,1,0
42, Private,12, Married-civ-spouse,10, White, Male,0,0,40,1,0
34, Private,13, Never-married,1, White, Female,0,0,55,1,1
64, Private,10, Married-civ-spouse,1, White, Male,0,0,20,1,0
52, Private,7, Divorced,9, Black, Female,0,0,20,1,0
45, State-gov,10, Never-married,5, White, Female,0,0,40,1,0
19, State-gov,10, Never-married,5, White, Male,0,0,15,1,0
25, Private,13, Married-civ-spouse,11, White, Male,2829,0,60,1,0
41, Self-emp-not-inc,11, Divorced,6, White, Male,0,0,60,1,0
61, Private,10, Married-civ-spouse,10, White, Male,15024,0,18,1,1
37, Local-gov,13, Married-civ-spouse,3, White, Male,0,1887,40,1,1
47, Private,9, Never-married,10, White, Male,0,0,50,1,0
46, Local-gov,10, Married-civ-spouse,3, White, Male,0,0,24,1,0
27, Self-emp-not-inc,10, Married-civ-spouse,7, Other, Male,0,0,50,17,1
19, Private,10, Never-married,6, White, Female,0,0,40,1,0
33, Private,13, Married-civ-spouse,3, White, Male,0,0,50,26,0
28, Private,9, Divorced,7, White, Male,0,0,70,1,0
50, Private,9, Divorced,11, White, Male,0,0,40,1,1
56, Private,14, Married-civ-spouse,5, White, Male,0,0,80,1,1
90, Private,13, Married-civ-spouse,1, White, Male,0,0,45,1,0
24, Private,9, Never-married,4, White, Female,2174,0,40,1,0
22, Private,13, Never-married,3, White, Male,0,0,40,1,0
32, Private,11, Married-civ-spouse,10, White, Male,0,0,45,1,1
63, Private,10, Married-civ-spouse,12, White, Male,0,0,40,1,0
42, Private,11, Separated,3, White, Female,0,0,40,1,0
32, Private,9, Never-married,11, White, Male,0,0,40,1,0
45, Private,9, Married-civ-spouse,11, White, Male,0,0,40,1,1
21, Private,9, Married-civ-spouse,2, White, Male,0,0,32,1,0
56, Local-gov,9, Married-civ-spouse,7, White, Male,0,0,40,1,1
53, Private,9, Divorced,14, White, Female,0,0,20,1,0
35, Self-emp-not-inc,15, Married-civ-spouse,3, White, Male,0,0,65,1,1
21, Private,11, Married-civ-spouse,5, White, Female,0,1579,40,1,0
28, Private,13, Married-civ-spouse,6, White, Male,7298,0,42,1,1
47, Private,9, Married-civ-spouse,4, White, Female,0,0,35,1,0
40, Private,7, Separated,9, Black, Male,0,0,36,1,0
40, Private,10, Never-married,6, White, Female,0,0,40,1,0
33, Private,9, Never-married,4, White, Female,0,0,35,1,0
52, Local-gov,9, Married-civ-spouse,11, White, Male,0,2051,40,1,0
38, Private,10, Never-married,5, White, Female,0,0,40,1,0
39, Local-gov,13, Married-civ-spouse,3, White, Male,0,0,50,1,1
17, Local-gov,7, Never-married,6, White, Male,0,0,20,1,0
34, State-gov,13, Married-civ-spouse,3, White, Male,0,0,40,1,0
42, Private,9, Divorced,4, White, Female,0,0,40,1,0
43, Local-gov,10, Married-civ-spouse,5, White, Female,0,1902,40,1,1
40, State-gov,9, Divorced,4, Black, Female,0,0,48,1,0
66, Private,13, Married-civ-spouse,3, White, Male,0,0,45,1,1
52, Private,10, Married-civ-spouse,3, White, Male,0,0,40,10,1
21, Private,9, Never-married,3, White, Female,0,0,55,1,0
22, Private,9, Never-married,5, White, Female,0,0,39,1,0
24, Private,10, Never-married,6, White, Male,0,0,40,1,0
54, Private,10, Married-civ-spouse,7, White, Male,15024,0,60,1,1
27, Private,9, Married-civ-spouse,9, White, Male,0,0,55,1,0
57, Private,9, Divorced,5, White, Female,0,0,40,1,0
29, Private,13, Married-civ-spouse,10, White, Male,0,0,40,1,1
56, Private,13, Never-married,1, White, Male,14084,0,45,1,1
29, Private,9, Never-married,5, White, Female,0,0,40,1,0
24, Private,13, Never-married,3, Black, Male,0,0,40,1,0
47, Private,10, Married-civ-spouse,1, White, Male,0,0,40,1,1
65, Private,10, Divorced,5, White, Female,0,0,40,1,0
25, Private,10, Never-married,4, Black, Female,0,0,40,1,0
65, Private,10, Widowed,3, White, Female,1848,0,20,41,0
59, Private,9, Widowed,1, White, Female,0,0,50,1,0
22, Private,10, Divorced,6, White, Female,0,0,48,11,0
54, Private,9, Married-civ-spouse,4, White, Male,0,0,50,1,0
67, Self-emp-not-inc,9, Married-civ-spouse,8, White, Male,1797,0,20,1,0
17, Private,7, Never-married,8, White, Male,0,0,45,1,0
36, Self-emp-not-inc,13, Never-married,11, White, Male,0,0,40,1,0
36, Private,10, Never-married,1, White, Male,0,0,40,1,0
24, Private,9, Married-civ-spouse,2, White, Male,4386,0,40,1,1
51, Federal-gov,9, Married-civ-spouse,11, White, Male,4386,0,40,1,1
47, Self-emp-not-inc,10, Married-civ-spouse,11, White, Male,0,0,40,1,0
43, Local-gov,10, Divorced,5, White, Female,0,0,40,1,0
26, Private,13, Never-married,1, White, Female,0,0,45,1,0
39, Local-gov,13, Divorced,3, White, Female,0,0,40,1,0
27, Federal-gov,13, Never-married,7, White, Male,0,0,35,1,0
25, Local-gov,14, Never-married,3, White, Male,0,0,20,1,0
49, Private,4, Never-married,4, White, Male,0,0,35,1,0
43, Private,10, Married-civ-spouse,3, White, Male,0,0,40,1,0
70, Self-emp-inc,10, Married-civ-spouse,1, White, Male,0,0,20,1,1
53, Private,1, Married-civ-spouse,4, White, Male,0,0,40,5,0
23, Private,11, Never-married,7, Asian-Pac-Islander, Male,0,0,40,28,0
21, Local-gov,10, Never-married,5, White, Female,594,0,4,1,0
46, Private,10, Divorced,5, Black, Female,0,0,35,34,0
32, Private,10, Married-civ-spouse,11, White, Male,0,0,55,35,0
25, Private,9, Married-civ-spouse,5, White, Male,0,0,40,1,0
29, Self-emp-inc,13, Married-civ-spouse,6, White, Male,0,0,50,1,1
55, Private,10, Married-civ-spouse,7, Black, Male,0,0,35,1,0
47, Private,10, Married-civ-spouse,3, White, Male,0,0,70,1,0
32, Private,8, Married-civ-spouse,11, White, Male,0,0,40,5,0
74, Self-emp-not-inc,9, Married-civ-spouse,6, White, Male,0,0,55,1,0
39, Private,9, Divorced,5, White, Female,0,0,40,1,0
25, Private,12, Never-married,1, White, Male,0,0,40,1,0
49, Self-emp-not-inc,13, Married-civ-spouse,1, White, Male,0,0,60,1,1
27, Private,7, Never-married,11, White, Male,0,0,60,1,0
44, Self-emp-not-inc,13, Married-civ-spouse,8, White, Male,0,0,90,1,0
18, Private,9, Never-married,9, White, Male,0,0,40,1,0
56, Self-emp-not-inc,5, Married-civ-spouse,1, White, Male,3411,0,50,14,0
34, Private,11, Divorced,11, White, Male,0,0,40,1,0
42, Private,9, Married-civ-spouse,2, White, Male,0,0,40,1,0
19, Private,10, Never-married,6, White, Female,0,0,20,1,0
23, Private,13, Married-civ-spouse,6, White, Male,0,0,40,1,0
37, Private,6, Never-married,11, White, Male,0,0,35,1,0
43, Private,13, Married-civ-spouse,9, Amer-Indian-Eskimo, Male,0,0,40,1,0
64, State-gov,9, Widowed,5, White, Female,0,0,38,1,0
73, Self-emp-not-inc,10, Married-civ-spouse,1, White, Male,0,0,35,1,0
39, Private,10, Divorced,2, White, Male,0,0,40,1,0
43, Private,10, Never-married,5, White, Male,0,0,55,1,0
56, Private,13, Divorced,4, White, Female,0,0,32,1,0
37, State-gov,10, Divorced,4, White, Male,0,0,65,1,0
36, Local-gov,13, Never-married,3, White, Female,0,0,35,1,0
20, Private,10, Never-married,6, Asian-Pac-Islander, Male,0,0,30,12,0
58, Local-gov,13, Married-civ-spouse,3, White, Male,0,0,58,1,0
36, Private,9, Divorced,11, White, Male,0,0,40,1,0
42, Private,9, Married-civ-spouse,7, White, Male,0,0,46,1,0
29, Self-emp-not-inc,7, Married-civ-spouse,4, White, Female,0,0,5,1,0
23, Private,10, Never-married,2, White, Male,0,0,35,1,0
32, Local-gov,10, Married-civ-spouse,4, White, Male,0,0,40,1,0
40, Private,13, Married-civ-spouse,6, White, Male,0,0,40,1,1
17, Private,7, Never-married,6, White, Female,0,0,12,1,0
48, Private,13, Never-married,4, White, Male,0,0,50,5,1
38, Self-emp-not-inc,9, Married-civ-spouse,11, White, Male,0,0,50,1,0
32, Private,13, Married-civ-spouse,6, White, Male,99999,0,50,1,1
37, Local-gov,13, Divorced,3, White, Female,0,0,36,1,0
45, State-gov,14, Married-civ-spouse,3, White, Male,0,0,40,1,1
40, Private,13, Divorced,11, White, Female,0,0,40,1,0
38, Federal-gov,9, Married-civ-spouse,5, White, Male,0,0,45,1,0
29, Local-gov,10, Never-married,1, White, Male,0,0,40,11,0
23, State-gov,10, Never-married,12, White, Male,0,0,60,1,0
29, Private,12, Never-married,6, White, Male,0,0,45,5,0
35, Private,9, Never-married,4, White, Male,0,0,30,1,0
29, Private,11, Married-civ-spouse,9, White, Male,0,0,40,1,0
32, Local-gov,9, Married-civ-spouse,12, White, Male,0,0,43,1,0
38, Self-emp-inc,9, Married-civ-spouse,1, White, Male,0,0,40,1,1
41, Self-emp-not-inc,9, Married-civ-spouse,2, White, Male,0,2179,40,1,0
50, Private,13, Separated,6, White, Male,0,0,40,1,1
46, Private,13, Married-civ-spouse,6, White, Male,0,0,50,4,1
33, Private,9, Never-married,8, White, Male,0,0,40,1,0
51, Private,13, Married-civ-spouse,1, White, Male,0,0,55,1,0
44, Private,11, Married-civ-spouse,7, White, Female,0,0,25,1,0
37, Private,9, Married-civ-spouse,11, White, Male,0,0,35,5,1
31, Private,12, Married-civ-spouse,1, White, Male,0,0,40,1,0
20, Private,10, Never-married,5, White, Female,0,0,20,1,0
57, Self-emp-not-inc,9, Widowed,11, White, Female,0,0,38,1,0
45, State-gov,9, Divorced,12, Black, Female,0,0,40,1,0
20, Private,10, Never-married,6, White, Female,0,0,40,1,0
56, Private,5, Married-civ-spouse,4, White, Male,0,0,40,1,0
32, Private,15, Never-married,3, White, Male,0,0,40,1,0
18, State-gov,7, Never-married,5, White, Female,0,0,5,1,0
60, Private,4, Divorced,9, White, Female,0,0,40,1,0
62, Private,10, Separated,6, White, Female,0,1617,33,1,0
38, Private,13, Married-civ-spouse,6, White, Male,0,0,50,1,1
18, Private,9, Never-married,5, White, Female,0,0,30,1,0
26, Private,10, Married-civ-spouse,3, White, Male,0,0,40,1,0
49, Private,7, Divorced,9, Black, Female,0,0,35,1,0
36, Private,8, Separated,4, White, Female,0,0,40,5,0
42, State-gov,7, Married-civ-spouse,8, White, Male,0,0,40,1,0
23, Private,1, Never-married,4, Asian-Pac-Islander, Female,0,0,40,18,0
49, Self-emp-not-inc,10, Married-civ-spouse,11, White, Male,0,0,40,1,0
36, Private,7, Never-married,11, Black, Female,0,0,40,1,0
41, Federal-gov,10, Divorced,3, White, Female,0,0,40,1,1
76, Private,4, Widowed,12, White, Female,0,0,12,1,0
18, Private,10, Never-married,2, Black, Female,0,1602,35,1,0
48, Local-gov,14, Never-married,3, White, Female,0,0,52,1,0
34, Private,10, Divorced,2, White, Female,0,0,40,1,0
51, Private,13, Married-civ-spouse,7, White, Male,0,0,56,1,1
47, Private,9, Widowed,5, White, Female,2174,0,40,8,0
39, Self-emp-not-inc,9, Married-civ-spouse,6, White, Male,0,0,50,1,1
44, Private,11, Married-civ-spouse,3, White, Male,0,0,50,1,1
49, Private,10, Married-civ-spouse,5, White, Male,0,0,40,1,0
46, Self-emp-inc,14, Married-civ-spouse,1, White, Female,0,0,50,1,1
54, Private,9, Divorced,7, White, Male,0,0,45,1,0
62, Private,10, Widowed,4, White, Female,0,0,20,1,0
24, Local-gov,9, Never-married,12, White, Male,0,0,40,1,0
27, Private,9, Married-civ-spouse,11, White, Male,0,0,40,1,0
34, Private,13, Never-married,6, White, Male,99999,0,50,1,1
39, Private,9, Married-civ-spouse,11, White, Male,0,0,40,1,0
32, Private,12, Married-civ-spouse,11, White, Male,0,0,42,1,0
48, Self-emp-not-inc,9, Married-civ-spouse,11, White, Male,0,0,40,1,1
47, Self-emp-not-inc,10, Divorced,3, Black, Female,0,0,40,1,0
24, Private,10, Never-married,1, White, Male,0,0,42,1,0
22, State-gov,10, Married-civ-spouse,5, White, Female,0,0,20,1,0
49, Self-emp-not-inc,10, Married-civ-spouse,6, White, Male,0,0,50,1,0
24, Private,6, Never-married,4, White, Male,0,0,30,5,0
37, Private,9, Divorced,5, White, Female,0,0,40,5,0
41, Private,12, Married-civ-spouse,10, White, Male,0,0,75,1,1
25, Private,10, Never-married,5, White, Female,0,0,40,1,0
26, Self-emp-not-inc,9, Never-married,6, White, Male,0,0,40,1,0
28, Private,6, Divorced,6, White, Female,0,0,40,1,0
48, Local-gov,14, Married-civ-spouse,3, White, Female,0,0,40,1,1
42, Private,10, Married-civ-spouse,9, White, Male,0,0,40,1,0
35, Private,13, Married-civ-spouse,1, White, Female,0,1977,30,1,1
48, Private,10, Divorced,4, White, Female,0,0,32,1,0
21, Private,9, Never-married,5, White, Female,0,0,40,1,0
34, Private,13, Never-married,11, White, Male,0,0,40,1,0
21, Private,10, Never-married,6, White, Female,0,0,20,1,0
28, Local-gov,13, Never-married,3, White, Male,0,0,52,1,0
44, Private,9, Divorced,7, White, Male,0,0,68,1,0
23, Private,13, Never-married,4, White, Male,0,0,40,1,0
25, Private,10, Never-married,5, White, Male,0,0,40,1,0
36, Private,13, Never-married,3, White, Female,0,0,32,1,0
34, Private,12, Never-married,11, Black, Female,0,0,40,1,0
48, Self-emp-not-inc,13, Married-spouse-absent,6, White, Male,0,0,50,1,1
36, Private,9, Separated,11, White, Male,0,0,40,1,0
36, Private,10, Divorced,6, White, Female,0,0,40,1,0
47, Private,4, Married-civ-spouse,2, White, Male,0,0,40,21,0
49, Private,13, Married-civ-spouse,6, White, Male,0,0,60,1,1
39, Self-emp-inc,9, Married-civ-spouse,1, White, Male,3103,0,60,1,1
17, Private,6, Never-married,4, White, Male,0,0,40,1,0
52, Private,13, Married-civ-spouse,1, White, Male,0,1887,40,1,1
42, Private,10, Married-civ-spouse,11, White, Male,0,0,89,1,1
21, Private,10, Never-married,3, White, Female,0,0,30,1,0
29, Local-gov,11, Divorced,12, White, Male,0,0,56,1,0
30, Private,10, Never-married,2, White, Male,0,0,55,1,0
30, Private,15, Never-married,3, White, Male,0,1590,80,1,0
58, Private,7, Married-civ-spouse,7, White, Male,0,0,50,1,0
34, Private,10, Separated,6, White, Male,0,0,45,1,0
56, Private,14, Married-civ-spouse,1, White, Female,0,0,50,1,0
60, Private,12, Married-civ-spouse,5, White, Male,0,0,40,1,1
38, Private,11, Married-civ-spouse,11, White, Male,0,0,40,1,1
47, Private,13, Married-civ-spouse,6, Black, Male,0,0,40,1,1
32, Self-emp-not-inc,12, Never-married,6, White, Male,0,0,80,1,0
34, Private,10, Never-married,5, White, Male,0,0,40,1,0
63, Private,9, Divorced,12, White, Male,0,0,40,1,0
28, Private,9, Married-civ-spouse,6, White, Male,0,0,51,2,0
26, Private,9, Separated,5, Black, Female,0,0,40,1,0
23, Private,9, Never-married,6, White, Male,0,0,55,1,0
47, Federal-gov,9, Married-spouse-absent,5, Black, Female,0,0,40,6,0
47, Private,9, Divorced,4, White, Female,0,0,32,1,0
24, Private,10, Never-married,3, Black, Male,0,0,40,1,0
38, Private,10, Married-civ-spouse,7, White, Male,7298,0,60,1,1
35, Private,13, Married-civ-spouse,4, Amer-Indian-Eskimo, Male,7688,0,20,1,1
35, Private,9, Never-married,8, Other, Male,0,0,40,6,0
34, Local-gov,14, Divorced,3, White, Female,0,0,50,1,0
61, Private,14, Married-civ-spouse,6, White, Male,0,0,60,1,1
26, Local-gov,13, Never-married,3, White, Male,1055,0,40,1,0
46, Private,9, Widowed,5, White, Female,0,0,43,1,0
22, State-gov,10, Never-married,4, White, Male,0,0,10,1,0
35, Private,9, Never-married,4, White, Female,0,0,27,1,0
30, Private,9, Married-civ-spouse,1, White, Male,0,0,50,1,0
29, Local-gov,14, Married-civ-spouse,3, White, Male,0,0,40,1,0
60, Private,9, Married-civ-spouse,6, White, Male,0,0,40,1,1
42, Private,9, Never-married,4, White, Female,0,0,65,1,0
26, Self-emp-not-inc,11, Never-married,8, White, Male,0,0,65,1,0
44, Private,9, Married-civ-spouse,9, White, Male,0,0,40,1,0
45, Self-emp-not-inc,10, Married-civ-spouse,4, White, Male,3103,0,42,1,0
28, Private,9, Never-married,5, White, Male,0,0,40,1,0
19, Private,10, Never-married,4, White, Female,0,0,16,1,0
57, Private,10, Married-spouse-absent,5, White, Male,0,0,40,1,0
40, Private,9, Married-civ-spouse,4, White, Female,0,0,12,1,0
28, Private,12, Married-civ-spouse,6, White, Male,0,0,30,1,0
20, Private,10, Never-married,4, White, Male,0,0,16,1,0
18, Private,7, Never-married,6, White, Female,0,0,30,1,0
37, Federal-gov,11, Separated,5, Black, Male,0,0,40,1,0
21, Private,9, Never-married,2, White, Male,3325,0,60,1,0
45, Private,9, Married-civ-spouse,9, White, Male,0,0,40,1,0
40, Self-emp-inc,9, Married-civ-spouse,1, White, Male,0,0,60,1,1
32, Private,5, Separated,4, Other, Female,0,0,40,5,0
34, Private,9, Never-married,4, Black, Male,0,0,30,1,0
34, Private,6, Married-civ-spouse,2, White, Male,0,0,40,21,0
